"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
-4.95614497617619,2.95752676576376,1,1,-2.20544605492614,1,-0.0573115721344948,-1.51411401480436,1,1,0
-6.58838526429344,-1.27720802649856,0,1,3.74318411434069,0,1.75270766671747,0.70323249977082,0,0,1
-15.3359312756561,-0.143359076231718,1,1,-1.96873970236629,0,1.43000614829361,-0.013259120285511,0,0,0
-8.75238818394844,0.796526603400707,0,1,-1.99461140064523,0,-0.516465849243104,1.60895099118352,0,0,1
-9.17903719831402,-0.0516695436090231,1,0,3.47660954645835,1,-0.743192680180073,0.205055867321789,1,0,0
-5.55140706192316,-2.51025918871164,0,1,0.54924921807833,0,1.3141374392435,-1.48574129398912,0,0,1
-7.19524847167043,2.6189865488559,1,0,-1.91604288062081,0,-0.192633947357535,-0.231960857287049,0,0,0
-9.0964222682983,1.34773390553892,1,0,-0.561885635135695,1,-0.736486351117492,-1.23080921452492,1,0,0
21.6270779617814,2.35391888581216,1,1,1.6187471805606,0,-1.60876584984362,-0.260397511534393,0,1,0
-0.364361437240643,-3.13645099289715,1,1,-0.817593378946185,1,-1.74039785377681,-1.0994663881138,1,0,0
-6.96094562740928,1.78968756832182,1,1,-0.538986135041341,1,0.757829465903342,1.84438512846828,1,0,0
-2.9359642359665,-0.709804562851787,1,1,-1.96508005168289,1,0.672202415764332,-0.206290139816701,1,0,0
-22.258388703568,2.56757035292685,1,1,1.61214326345362,0,1.61818659119308,1.10857994109392,0,1,0
-8.46303398552431,1.1764815505594,1,1,-1.70451024849899,1,-0.793226918205619,-1.36712090205401,1,1,0
-7.78180631206308,2.26346209831536,0,0,3.68064695829526,0,1.73123481869698,1.46723433025181,0,0,1
5.57526299005338,0.424290493130684,1,1,3.28493944415823,0,-1.19206793047488,-1.17541757691652,0,0,0
-4.85120373316908,0.237756641581655,1,1,3.60587938083336,1,1.16951502393931,-1.28820126783103,0,0,0
-11.3354705063334,2.31484985351562,1,1,2.06583525869064,1,-1.10147796478122,-1.34043541457504,1,0,0
34.2291946911761,-3.81335038132966,1,1,-0.407500538509339,0,-1.8769737156108,0.261075909249485,0,1,0
-13.0977648838586,-0.182159479707479,1,1,2.46712278178893,1,1.44813616480678,0.908724084496498,0,1,0
-3.69907506247425,1.8585099093616,0,1,-2.92195343947969,0,0.740430020727217,1.50367595627904,0,0,1
-31.8744534518984,1.5418524518609,1,1,3.58216098533012,1,1.76829963829368,0.833697535097599,1,1,0
-2.02194581733381,-0.179043022915721,1,0,3.95624458347447,1,0.703415041789412,-0.0901471562683582,0,0,0
-7.83768620322656,2.8896758146584,0,0,-0.498159783659503,0,1.37248059362173,1.28111997433007,0,1,1
-1.40826726372808,-0.495223142206669,1,1,2.23344544437714,1,-0.552423260174692,-1.93355115689337,0,1,0
-9.34236446837257,-2.04162178374827,1,1,2.5503631667234,1,-0.430536459200084,1.98444440495223,1,1,0
-3.57760051111888,-3.4345676228404,1,0,1.94101304467767,0,0.270749590359628,0.539579343050718,0,1,0
14.0089828371045,-3.20427071861923,1,1,0.330775271169841,0,-1.6193914655596,-0.286098476499319,0,1,0
7.82022001847105,-1.469826342538,1,1,0.462581682018936,0,-1.22486371360719,-1.88642826862633,0,1,0
-2.05743502411133,0.149074105545878,1,0,-0.843632858479396,1,0.352265572175384,1.01333080232143,1,0,0
-9.13909557050249,1.2960406113416,1,1,1.8650857238099,0,1.00601667258888,-1.16546409856528,0,1,0
-5.25550978406296,-0.745358502492309,0,1,2.75955313933082,0,1.46895514894277,1.99782162066549,0,0,1
-5.88786020394191,3.30300739407539,1,0,0.043023485224694,1,-0.512817051261663,1.62899677269161,1,1,0
-9.34769851173835,-1.65117301791906,1,0,0.603128569666296,1,1.19525819830596,0.849860127083957,1,1,0
11.3321732889715,-0.327474189922214,1,0,1.64107677363791,1,-1.76674242969602,0.923731535673141,0,0,0
-5.49605335936968,-1.34084260649979,1,0,-1.99783389433287,1,0.493742837570608,-0.110048315487802,1,0,0
-5.94210326758878,1.20696373656392,1,0,-0.588588243816048,0,-0.573434373363853,1.45004274789244,0,1,0
-3.88811117341486,-1.93586575426161,1,0,-0.159654923714697,1,0.351711729541421,-1.33833951037377,1,0,0
-29.1585095358449,-0.171638013795018,1,1,-2.4028229592368,1,1.65513856802136,0.481711702421308,1,1,0
-5.99012399808769,2.13048536516726,1,1,3.5280034977477,1,-1.20223126839846,-0.830674420110881,1,0,0
-2.23218381511245,-3.32602468505502,1,1,2.8686884669587,0,-0.523665504530072,-0.175433064810932,0,0,0
1.92451308485568,3.00257064029574,0,1,3.15603307308629,0,0.68563331104815,-1.81744316406548,0,1,1
-6.68274717100994,-1.28741649724543,0,0,3.54998727352358,0,1.07257820293307,-1.28935299161822,0,0,1
-1.05997524476644,2.71552280150354,1,0,-2.49277556571178,1,0.0889931041747332,-1.76827172841877,1,1,0
-15.5617859851397,-1.22653208673,1,0,-0.348683916497976,1,1.31230007205158,1.77764093410224,1,0,0
-7.27066569452808,-1.32980055361986,1,0,0.765054459450766,0,0.108384778723121,-0.62902610283345,0,0,0
-2.70996060965485,-0.189190039411187,1,0,-2.2646490293555,1,0.00701930001378059,0.071802282705903,0,1,0
-8.75892360150787,3.13758668676019,1,0,2.61181393894367,1,-0.320106720551848,0.50098134111613,1,0,0
-10.2754462365644,2.91471576504409,0,0,2.17749222065322,0,-0.550806866958737,-1.05094058532268,0,0,1
14.5958943099555,-0.880083652213216,1,0,-2.6349569063168,0,-1.50628435891122,0.0644956575706601,0,1,0
-7.28529311302261,2.21856559067965,1,0,0.37518701236695,1,-0.80735388211906,1.22616731096059,1,0,0
-13.9869916893951,3.68494397774339,0,1,3.44362488458864,0,-0.89329404104501,-0.606941062025726,0,1,1
-5.10084753327727,-0.522724121809006,1,0,-2.70930099766701,0,1.08090142253786,1.43474981188774,0,1,0
-12.3922739421449,1.70011742971838,1,1,-0.942057406995445,1,1.11272520851344,-1.86224495526403,1,1,0
13.9431245924027,-0.800045048817992,1,1,0.50595341087319,0,-1.42485087737441,1.88398858346045,0,1,0
-3.44023925259218,-1.39718278497458,1,0,1.26824254565872,1,0.0621046023443341,0.980440544895828,1,1,0
-6.56424972518344,2.05669718421996,1,0,-1.15025665285066,0,0.388961941935122,-0.906979032792151,0,0,0
-4.84451144238317,-2.37846195884049,1,1,-0.0383097331505269,1,0.0233720960095525,0.708424406126142,0,0,0
-8.51899888570226,1.68896977975965,0,1,-0.434054685756564,0,-0.455601467750967,-0.608210127800703,0,1,1
-3.67191551545122,-3.02646463178098,0,1,3.59753725677729,0,-0.295607596635818,1.78808208648115,0,1,1
7.03830863891285,-2.03609188832343,1,1,-2.13393504405394,1,-1.95296106114984,-0.645504900254309,1,0,0
-11.0667324944191,-2.85356496460736,0,0,-2.50977124529891,0,1.67732708156109,-1.87314718402922,0,0,1
-22.593984433774,-2.08296467922628,0,0,3.75021926569752,0,-1.68224122747779,-0.585656809620559,0,1,1
-4.04555727933963,-3.52852498181164,1,1,0.0975707576144487,1,0.0294970190152526,-0.451505648903549,1,0,0
-9.68931359946615,1.1383060682565,0,1,-0.408093337900937,0,1.28068646788597,-0.572211359627545,0,0,1
-4.16077513452005,3.01015370152891,1,1,-1.80829493911006,1,0.3935816725716,1.83987442404032,0,1,0
-4.50048794638151,2.23131741955876,1,0,-2.62066699424759,1,-0.303385895676911,-0.465047180652618,1,1,0
-3.80148109469312,2.37847060710192,1,1,1.60479648504406,0,0.237241082824767,0.185350484214723,0,0,0
-16.0178391433661,-0.35780437104404,1,1,1.04713341686875,1,1.15637788828462,1.70129390340298,1,1,0
11.853645105772,-0.71932734362781,1,0,3.90971234766766,0,-1.32913896813989,1.66743810847402,0,0,0
-35.6461012445218,2.48696194216609,1,1,1.22654681047425,1,1.88180692028254,-1.02906802855432,1,0,0
-4.55553448367886,0.839466322213411,1,0,-2.54535056860186,0,-0.105987606570125,0.868363355286419,0,1,0
-17.2711309019501,1.23779142461717,1,1,-1.86523642693646,1,1.71897282358259,-0.604215856641531,0,1,0
-19.7670047810392,-1.17442182451487,1,1,0.327785443281755,1,1.60375708155334,0.217133402824402,1,1,0
-6.92882318112196,-1.83791883289814,1,1,-2.9864701568149,0,1.0035287514329,0.971889652311802,0,1,0
-4.43440516861804,3.9414724893868,1,1,0.09021400148049,1,0.706275089643896,1.27879327442497,1,1,0
-7.02496547266526,1.06794611550868,1,1,-1.17349183931947,0,0.592053783126175,1.47862906008959,0,0,0
-4.98055724404691,-2.29433491826057,1,0,3.56889621843584,1,-1.70701252110302,-1.85653946269304,1,0,0
-8.87883762218227,-2.96502121537924,1,0,2.01083298609592,1,-0.305766326375306,-1.11990238633007,1,0,0
-4.41724219925248,-0.175055725499988,0,1,-1.8584016514942,0,0.123297456651926,-0.532107161357999,0,1,1
-28.4397462816761,3.39259575866163,1,1,0.333316129166633,1,1.77081904932857,-0.777214231900871,1,0,0
1.37678921852441,0.79008773714304,1,0,1.83179706078954,1,0.84889823757112,0.911321830004454,0,1,0
-2.46267192016429,3.80936555936933,1,0,0.226266256766394,0,0.897962301969528,0.798915064893663,0,0,0
-1.01314631408994,1.85434009507298,1,1,3.68602716829628,0,-0.119485529139638,1.64024370722473,0,0,0
-22.0427660420266,-1.14618470333517,0,0,1.98778085713275,0,-1.51887097675353,1.38241043873131,0,1,1
-12.8403058142169,-0.548210475593805,1,1,-0.219964467221871,1,1.13239068351686,1.11417856067419,1,0,0
-4.32660670956199,-2.8143075145781,1,0,-2.17595571535639,0,-0.247370411641896,-0.396626287139952,0,0,0
-10.3263166499463,-3.89537939615548,1,1,-1.31918608862907,1,-0.274176080711186,0.307218635454774,0,1,0
32.3609286811757,1.72452852874994,1,0,3.04541396559216,0,-1.89000848401338,-1.69456221535802,0,1,0
16.7650834742996,-3.17452611401677,1,1,0.0518348116893321,0,-1.41375262849033,1.49189940281212,0,1,0
-5.26064642153157,-0.429725211113691,1,0,0.485076363896951,1,-0.309619368053973,1.82514294236898,1,1,0
-6.51074052599868,1.12080836109817,1,0,1.84349370491691,1,1.06854869704694,0.0221243193373084,1,1,0
