StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Friends Initials,Tense,Vaca_Avg,Job_Avg,Date_Avg,House_Avg,Car_Avg,Total Average,Vacation_1,Vacation_2,Vacation_3,Vacation_4,Vacation_5,Job_1,Job_2,Job_3,Job_4,Job_5,Date_1,Date_2,Date_3,Date_4,Date_5,House_1,House_2,House_3,House_4,House_5,Car_1,Car_2,Car_3,Car_4,Car_5,Imagination_1,Imagination_2,RC Imagine 2,Imagination_3,RC Imagine 3,Imagination_4,Imagination_Avg,HowClose,Gender,Ethnicity,Age,Religion,time,TIME,Job,House,Car,Religion_11_TEXT,id,a,b,c,d,e,f,g
11/8/24 14:01,11/8/24 14:07,IP Address,205.185.107.42,100,370,TRUE,11/8/24 14:07,R_5IYI24sRgql07zi,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,LG,Future,3.2,4.2,5.4,3.6,2.6,3.8,2,2,3,4,5,3,3,5,5,5,5,4,6,6,6,3,3,4,4,4,2,2,3,3,3,3,2,6,3,5,2,4,6,Female,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,620491,1,x,4,x,3,2,5
11/8/24 14:14,11/8/24 14:21,IP Address,207.224.221.82,100,416,TRUE,11/8/24 14:21,R_6P09jXHz3cr8rKk,41.7468,-111.8268,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,HT,Past,4.6,4.8,2.6,4.2,3.8,4,5,4,7,2,5,6,4,6,3,5,3,1,3,3,3,5,3,4,4,5,4,2,5,4,4,3,4,4,4,4,2,3.25,6,Female,Caucasian American/White,25,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,323735,2,x,3,5,x,1,4
11/8/24 14:57,11/8/24 15:02,IP Address,67.166.103.110,100,285,TRUE,11/8/24 15:02,R_6sbr5L5Be9wMBm8,41.1685,-112.0361,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CS,Future,7,7,7,7,5,6.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,6,1,7,1,7,6,6.5,7,Female,Caucasian American/White,41,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,642611,x,2,3,x,1,4,5
11/8/24 14:54,11/8/24 15:08,IP Address,132.255.203.11,100,823,TRUE,11/8/24 15:08,R_56aRmXhNG7aHgJ3,-38.7167,-70.1583,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MS,Future,5,5.6,6.2,5.6,6.2,5.72,5,5,5,3,7,6,6,6,3,7,7,7,7,3,7,6,6,6,3,7,6,6,6,6,7,7,2,6,1,7,7,6.75,6,Female,Mixed Ethnicity,61,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,115730,2,x,4,3,5,1,x
11/8/24 14:43,11/8/24 15:21,IP Address,187.102.209.15,100,2259,TRUE,11/8/24 15:21,R_7Cy5adzJ2iPRlSJ,-12.0432,-77.0282,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,ZMGG,Past,6.4,5.4,5,6.8,4,5.52,6,6,7,6,7,5,6,5,7,4,6,6,6,3,4,7,7,7,6,7,4,2,5,3,6,7,1,7,1,7,7,7,7,Female,Mixed Ethnicity,24,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,872551,2,x,1,4,3,5,x
11/8/24 15:24,11/8/24 15:31,IP Address,64.130.187.193,100,438,TRUE,11/8/24 15:31,R_6Ppcg17CWSig1Yy,36.9904,-85.9239,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SG,Future,2.2,2,2,2.2,1.8,2.04,1,1,2,1,6,1,1,2,1,5,3,3,1,1,2,3,1,1,1,5,1,1,1,1,5,5,2,6,2,6,4,5.25,4,Female,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,129013,x,5,3,4,x,1,2
11/8/24 15:10,11/8/24 15:35,IP Address,205.185.107.41,100,1500,TRUE,11/8/24 15:35,R_7YvqMVXGyI6TAOZ,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JB,Past,3,5.4,4,3.2,1.4,3.4,1,2,5,1,6,3,5,7,5,7,1,1,5,7,6,1,2,6,2,5,1,1,2,1,2,6,3,5,5,3,3,4.25,7,Female,Caucasian American/White,23,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,668102,x,3,4,1,x,5,2
11/8/24 15:33,11/8/24 15:41,IP Address,136.36.60.58,100,490,TRUE,11/8/24 15:41,R_71FVvmAyBWNsu4A,40.2584,-111.6591,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,wd,Future,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,3,5,2,4.5,5,Male,Caucasian American/White,23,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,407414,3,x,2,4,1,5,x
11/8/24 15:41,11/8/24 15:46,IP Address,157.201.96.100,100,290,TRUE,11/8/24 15:46,R_6movuUvurUgPl0l,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CT,Past,4.2,5.6,5.4,3.8,4.6,4.72,5,5,4,3,4,6,6,6,6,4,7,7,7,2,4,3,3,6,3,4,4,4,6,3,6,2,5,3,6,2,2,2.25,7,Male,Caucasian American/White,24,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,334498,x,1,2,3,x,5,4
11/8/24 16:54,11/8/24 17:07,IP Address,173.238.10.168,100,751,TRUE,11/8/24 17:07,R_5TACXKj4Q9bZRKs,42.9872,-79.2178,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JB,Past,2.6,2.8,2.6,2.8,2,2.56,2,2,2,1,6,1,1,5,1,6,1,1,5,1,5,2,1,5,1,5,1,1,1,1,6,5,1,7,1,7,5,6,6,Female,Caucasian American/White,42,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,787108,1,x,5,x,4,3,2
11/8/24 17:57,11/8/24 18:03,IP Address,208.54.229.218,100,352,TRUE,11/8/24 18:03,R_5owhtnptb4s86PP,40.3141,-112.0069,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MS,Future,5.8,5.4,4,4.2,3.4,4.56,7,7,7,1,7,7,5,7,1,7,5,4,4,1,6,3,4,6,1,7,3,1,5,1,7,5,1,7,1,7,3,5.5,6,Male,Caucasian American/White,27,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,282907,3,x,4,2,5,x,1
11/8/24 18:47,11/8/24 18:51,IP Address,205.185.110.100,100,224,TRUE,11/8/24 18:51,R_1iUMZwRZkCCWXPl,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,jk,Future,4.8,5.8,7,4.8,4,5.28,6,6,4,3,5,6,6,6,6,5,7,7,7,7,7,5,5,5,4,5,4,4,4,4,4,7,2,6,4,4,5,5.5,7,Female,Caucasian American/White,22,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,439342,x,3,4,1,2,x,5
11/8/24 19:12,11/8/24 19:19,IP Address,75.169.1.168,100,397,TRUE,11/8/24 19:19,R_3qC3gze89iR448F,40.4058,-111.841,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JC,Past,7,6.4,7,6.6,6.6,6.72,7,7,7,7,7,6,7,7,5,7,7,7,7,7,7,6,7,7,6,7,7,7,7,5,7,5,1,7,1,7,7,6.5,4,Female,Caucasian American/White,38,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,525854,4,x,2,1,x,5,3
11/8/24 20:27,11/8/24 20:32,IP Address,192.64.2.138,100,281,TRUE,11/8/24 20:32,R_5iBVSMKpAWXNdwR,43.4799,-110.762,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JB,Past,2.6,4,5,3.4,3.8,3.76,3,3,2,1,4,4,5,5,2,4,5,5,6,3,6,4,4,3,2,4,4,4,4,2,5,4,1,7,2,6,3,5,6,Male,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,984103,x,5,2,x,3,1,4
11/8/24 23:57,11/9/24 0:02,IP Address,192.135.224.28,100,291,TRUE,11/9/24 0:02,R_6AWKaAVRo8YGJRV,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,LL,Future,6,5.8,7,6.8,5,6.12,5,5,7,6,7,5,5,6,7,6,7,7,7,7,7,7,7,7,6,7,5,5,5,4,6,7,1,7,1,7,7,7,5,Female,Caucasian American/White,45,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,266742,2,x,3,1,5,4,x
11/9/24 2:09,11/9/24 2:15,IP Address,73.189.217.96,100,386,TRUE,11/9/24 2:15,R_6GEnZSJt5CRXCLv,38.028,-121.8847,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,FL,Future,2.8,3.4,5,4,3.4,3.72,2,2,4,1,5,3,3,4,2,5,5,5,5,5,5,4,4,4,4,4,2,2,2,5,6,7,2,6,1,7,7,6.75,4,Female,Other Ethnicity,36,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,407480,x,2,3,x,5,1,4
11/9/24 9:00,11/9/24 9:06,IP Address,66.91.101.250,100,396,TRUE,11/9/24 9:06,R_3KuR3EFqZsLnoNi,20.8817,-156.4783,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,RF,Past,5.8,6.2,5.4,6.2,6,5.92,7,6,5,4,7,7,7,5,5,7,6,7,5,4,5,7,6,6,6,6,7,6,6,6,5,6,5,3,4,4,3,4,6,Female,Mixed Ethnicity,60,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,949102,x,5,3,2,1,x,4
11/9/24 10:52,11/9/24 11:02,IP Address,41.144.33.37,100,624,TRUE,11/9/24 11:02,R_2NISiLamrhEMlnb,-29.9056,30.9405,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JW,Future,4.6,3.4,4.2,1.2,1,2.88,4,4,6,4,5,2,1,3,5,6,3,4,4,5,5,1,1,1,1,2,1,1,1,1,1,7,2,6,1,7,7,6.75,6,Male,African American/Black,36,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,217908,5,x,4,x,1,3,2
11/9/24 12:14,11/9/24 12:21,IP Address,47.36.229.184,100,409,TRUE,11/9/24 12:21,R_5roTft4Itvlkf64,32.5484,-85.4682,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,LC,Past,5.2,5.8,6,6.4,4.4,5.56,4,6,7,3,6,6,6,6,5,6,5,7,7,5,6,6,6,7,6,7,5,5,5,2,5,4,2,6,5,3,3,4,5,Female,Caucasian American/White,19,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,219754,x,4,1,2,x,3,5
11/9/24 13:19,11/9/24 13:28,IP Address,192.225.189.130,100,541,TRUE,11/9/24 13:28,R_6FGa9iulhRaJIeB,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MW,Future,5.8,5.2,6.4,4.8,4.8,5.4,6,5,6,6,6,5,4,5,7,5,7,6,6,7,6,5,4,4,7,4,6,4,4,6,4,2,2,6,1,7,1,4,5,Male,Caucasian American/White,24,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,233849,5,x,1,3,4,x,2
11/9/24 16:01,11/9/24 16:06,IP Address,67.182.95.117,100,277,TRUE,11/9/24 16:06,R_5fdoQBifnTAraXD,36.7539,-119.7085,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,IO,Past,4.8,5.6,6.6,6.4,5.6,5.8,4,4,7,2,7,6,6,6,3,7,7,7,7,6,6,7,7,7,4,7,6,6,6,4,6,7,1,7,1,7,7,7,7,Female,Caucasian American/White,23,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,449792,4,x,5,2,1,3,x
11/9/24 16:11,11/9/24 16:15,IP Address,64.253.215.232,100,208,TRUE,11/9/24 16:15,R_5pFfg1RqE024DoB,36.0677,-86.0396,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CD,Past,3.6,6,4,4.8,5,4.68,3,2,5,1,7,6,5,7,5,7,4,2,6,2,6,5,4,7,1,7,5,5,6,2,7,5,1,7,2,6,5,5.75,7,Female,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,746840,x,3,2,4,5,1,x
11/9/24 17:10,11/9/24 17:19,IP Address,68.69.164.58,100,540,TRUE,11/9/24 17:19,R_1JWI1Loq1ntZQTD,41.0883,-112.0586,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,LA,Future,1.8,2.8,4.6,4.6,2.2,3.2,2,1,2,2,2,2,3,3,4,2,5,5,6,5,2,5,5,6,2,5,3,2,3,1,2,3,1,7,4,4,5,4.75,4,Female,Caucasian American/White,34,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,211984,3,x,2,5,x,4,1
11/9/24 18:09,11/9/24 18:13,IP Address,64.130.187.96,100,216,TRUE,11/9/24 18:13,R_3E5IRRDehMnBAda,36.9904,-85.9239,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SG,Future,2,1.8,2,1.6,1.6,1.8,1,1,1,1,6,1,1,1,1,5,3,3,1,1,2,1,1,1,1,4,1,1,1,1,4,5,1,7,3,5,3,5,4,Female,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,166233,4,x,2,3,x,1,5
11/9/24 18:15,11/9/24 18:23,IP Address,68.119.1.103,100,480,TRUE,11/9/24 18:23,R_1tc04nwfbwLDbpT,46.2532,-119.2864,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KTJ,Past,5.4,3.6,6.8,2.8,2.6,4.24,3,5,7,5,7,1,2,7,1,7,6,7,7,7,7,1,1,5,1,6,1,1,6,1,4,5,1,7,3,5,6,5.75,7,Male,Mixed Ethnicity,26,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,568021,x,2,5,x,4,1,3
11/9/24 17:54,11/9/24 18:24,IP Address,159.118.13.54,100,1804,TRUE,11/9/24 18:24,R_1ebAhWo2fG4qwfS,43.6707,-111.897,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,TRP,Past,2.8,5,6.6,4,1,3.88,3,3,2,1,5,7,5,6,2,5,7,7,6,6,7,4,4,4,2,6,1,1,1,1,1,7,1,7,1,7,6,6.75,7,Female,Caucasian American/White,24,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,145807,x,5,2,1,4,3,x
11/9/24 21:09,11/9/24 21:15,IP Address,65.130.206.162,100,389,TRUE,11/9/24 21:15,R_6j9YHJWEcRfRAEd,40.6566,-111.8907,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,AK,Future,3.6,4,1,4.4,1.2,2.84,7,3,4,1,3,7,5,4,1,3,1,1,1,1,1,7,5,5,2,3,2,1,1,1,1,7,1,7,1,7,4,6.25,7,Female,Caucasian American/White,29,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,739630,x,1,3,2,4,x,5
11/10/24 4:17,11/10/24 4:20,IP Address,126.203.210.185,100,184,TRUE,11/10/24 4:20,R_4IJVlekY5PX79KI,35.6837,139.6805,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SS,Future,5.4,7,7,7,4,6.08,5,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,5,6,2,4,4,7,4.5,7,Female,Asian American/Asian,22,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,319722,2,x,3,5,4,1,x
11/10/24 11:29,11/10/24 11:34,IP Address,67.2.10.224,100,296,TRUE,11/10/24 11:34,R_1CknKVS0F9WgGsJ,40.5153,-112.0316,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JB,Past,2.2,5,7,6.6,3.8,4.92,1,1,1,1,7,4,4,4,7,6,7,7,7,7,7,6,6,7,7,7,4,4,4,3,4,5,6,2,3,5,4,4,7,Female,Caucasian American/White,52,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,697027,3,x,2,4,1,x,5
11/10/24 15:53,11/10/24 16:03,IP Address,24.116.48.82,100,556,TRUE,11/10/24 16:03,R_5dE5Yn3m3zRrmdX,43.5553,-111.8922,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,AB,Future,4.6,5,4.6,5.8,4.2,4.84,4,4,7,1,7,5,5,7,1,7,4,4,7,1,7,6,6,7,3,7,4,4,6,1,6,3,2,6,5,3,5,4.25,7,Female,Caucasian American/White,20,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,316449,x,1,5,3,x,2,4
11/10/24 17:31,11/10/24 18:06,IP Address,136.36.107.77,100,2115,TRUE,11/10/24 18:06,R_3qERFzUU0cOaozT,40.2329,-111.6688,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JO,Past,3.2,3.4,3.2,3,4.2,3.4,1,2,6,1,6,1,3,6,1,6,3,5,3,2,3,1,2,5,1,6,3,3,7,1,7,5,2,6,3,5,3,4.75,7,Male,Caucasian American/White,25,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,901325,3,x,5,2,1,x,4
11/10/24 18:39,11/10/24 18:54,IP Address,101.71.12.132,100,928,TRUE,11/10/24 18:54,R_49hrQZPaeqIx0HL,30.2994,120.1612,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CH,Past,3.6,4.4,5.8,6.2,3,4.6,6,2,5,1,4,6,4,6,3,3,7,5,7,4,6,7,6,7,4,7,5,1,4,1,4,4,2,6,3,5,3,4.5,5,Female,Asian American/Asian,31,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,801813,x,4,3,1,x,5,2
11/11/24 5:51,11/11/24 6:02,IP Address,216.66.186.130,100,656,TRUE,11/11/24 6:02,R_7zNdUXDXPVJEDdv,50.8476,-114.1958,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,S C,Future,3.2,2.8,2.2,1.4,1.4,2.2,4,4,3,2,3,3,3,3,1,4,2,2,3,1,3,2,2,1,1,1,2,2,1,1,1,4,2,6,4,4,4,4.5,5,Female,Caucasian American/White,76,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,785932,3,x,4,x,1,2,5
11/11/24 8:42,11/11/24 8:51,IP Address,136.36.35.205,100,525,TRUE,11/11/24 8:51,R_5LhkzUCdpFB1vhf,40.2584,-111.6591,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MJ,Past,5.8,5.2,3.4,4.4,3.4,4.44,6,5,7,4,7,6,4,6,4,6,4,2,4,3,4,5,3,6,3,5,4,2,4,2,5,5,2,6,1,7,6,6,5,Female,Caucasian American/White,45,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,880235,x,4,5,3,x,2,1
11/11/24 9:53,11/11/24 10:26,IP Address,35.149.130.142,100,1950,TRUE,11/11/24 10:26,R_1OMZAihntdQOwmM,46.2515,-119.1034,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,GM,Future,4.6,5.2,5.2,5.4,1.8,4.44,4,5,5,6,3,5,6,7,7,1,5,6,7,7,1,7,6,6,7,1,3,2,2,1,1,4,3,5,2,6,4,4.75,6,Male,Other Ethnicity,25,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,706571,4,x,1,2,3,5,x
11/11/24 10:38,11/11/24 10:49,IP Address,38.43.19.102,100,686,TRUE,11/11/24 10:49,R_7fqva8H6fePp0lR,43.5553,-111.8922,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,EH,Past,5.2,4.2,4.8,4.8,3,4.4,6,5,6,2,7,6,6,5,2,2,1,6,6,5,6,1,6,6,5,6,1,1,6,1,6,6,1,7,1,7,2,5.5,7,Female,Caucasian American/White,34,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,703804,x,4,1,3,x,2,5
11/11/24 13:24,11/11/24 13:30,IP Address,174.126.144.11,100,323,TRUE,11/11/24 13:30,R_6FP8TsE3VeDFkZ2,43.9106,-116.489,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,VS,Future,1.6,3.8,5,2.6,1.6,2.92,2,2,1,1,2,3,4,5,3,4,5,5,5,4,6,2,3,3,2,3,2,2,1,1,2,1,2,6,2,6,2,3.75,5,Female,Caucasian American/White,39,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,717404,3,x,2,5,1,x,4
